 X0 , X1 , X2 , X3 , X4 , X5 , X6 , X7 , X8 , Y ,
 0.3745401190000 , 0.9507143060000 , 0.7319939420000 ," 672,702.9942000000000 "," 796,681.3972000000000 ",, 0.0000005310000 , 0.0000001720000 , 5.0000000000000 ," 609,366.9835000000000 ",
 0.5986584840000 , 0.1560186400000 , 0.1559945200000 ," 624,874.0996000000000 "," 571,745.9831000000000 ",, 0.0000018100000 , 0.0000006130000 , 5.0000000000000 ," 379,419.9478000000000 ",
 0.7080725780000 , 0.0205844940000 , 0.9699098520000 ," 51,835.7991200000000 "," 548,858.6651000000000 ",, 0.0000002230000 , 0.0000000729000 , 5.0000000000000 ," 40,589.5357900000000 ",
 0.1394938610000 , 4.8009151570000 , 0.3663618430000 ," 432,766.8796000000000 "," 685,443.8832000000000 ",, 0.0000021800000 , 0.0000007530000 , 5.0000000000000 ," 369,014.8454000000000 ",
 0.4560699840000 , 0.7851759610000 , 0.1996737820000 ," 56,585.6561500000000 "," 373,921.0470000000000 "," 944,000.0000000000000 ", 0.0000015800000 , 0.0000005470000 , 5.0000000000000 ," (158,355.4276000000000)",
 0.3046137690000 , 0.0976721140000 , 0.6842330270000 ," 432,018.9276000000000 ", (63.2750541200000),, 0.0000007980000 , 0.0000002630000 , 5.0000000000000 ," 480,988.7705000000000 ",
 0.0343885210000 , 0.9093204020000 , 0.2587799820000 ," 113,303.5047000000000 "," 403,601.0024000000000 ",, 0.0000002870000 , 0.0000001010000 , 5.0000000000000 ," (50,084.7479700000000)",
 58.0315941100000 , 0.3117110760000 , 0.5200680210000 , (49.9731791300000)," 422,728.6369000000000 ",, 0.0000010900000 , 0.0000003560000 , 5.0000000000000 ," 558,909.0875000000000 ",
 0.5467102790000 , 0.1848544560000 , 0.9695846280000 ," 397,612.3786000000000 ", (61.3140081200000)," 205,000.0000000000000 ", 0.0000006970000 , 0.0000002340000 , 5.0000000000000 ," 316,262.5256000000000 ",
 0.7751328230000 , 0.9394989420000 , 0.8948273500000 ," 483,039.6976000000000 "," 268,533.7561000000000 ",, 0.0000006910000 , 0.0000002360000 , 5.0000000000000 ," 366,651.1541000000000 ",
 0.5978999790000 , 0.9218742350000 , 0.0884925020000 , (53.8607753100000)," 968,537.3317000000000 ",, 0.0000025800000 , 0.0000008740000 , 5.0000000000000 ," 523,164.4251000000000 ",
 0.3886772900000 , 0.2713490320000 , 0.8287375090000 , (55.8164465600000), 64.7105454400000 ,, 0.0000004070000 , 0.0000001270000 , 5.0000000000000 ," 100,606.3724000000000 ",
 0.1409242250000 , 0.8021969810000 , 0.0745506440000 ," 15,110.6842100000000 "," 965,015.3695000000000 ",, 0.0000022900000 , 0.0000007590000 , 5.0000000000000 ," 76,557.0174100000000 ",
 0.9868869370000 , 0.7722447690000 , 0.1987156820000 ," 676,026.2881000000000 "," 706,629.8699000000000 "," 610,000.0000000000000 ", 0.0000014800000 , 0.0000005060000 , 5.0000000000000 ," 501,839.2111000000000 ",
 (2.9794032120000), 21.6270465800000 , 0.7068573440000 ," 312,907.3942000000000 "," 271,096.2538000000000 ",, 0.0000028800000 , 0.0000009360000 , 5.0000000000000 ," 138,678.6114000000000 ",
 (25.1872965200000), 0.7712703470000 , 0.0740446520000 ," 866,095.6336000000000 "," 946,733.7289000000000 ",, 0.0000027400000 , 0.0000009500000 , 5.0000000000000 ," 832,759.2639000000000 ",
 0.6375574710000 , 0.8872127430000 , 0.4722149250000 ," 15,394.8916900000000 "," 582,926.0568000000000 ",, 0.0000023300000 , 0.0000008320000 , 5.0000000000000 ," 23,852.5970500000000 ",
 0.1195942460000 , 0.7132447870000 , 0.7607850490000 ," 450,254.2461000000000 "," 957,581.0151000000000 ",, 0.0000010400000 , 0.0000003330000 , 5.0000000000000 ," 402,909.8360000000000 ",
 0.5612771980000 , 0.7709671800000 , 20.1914621300000 , 97.6974290100000 ," 188,540.6057000000000 ",, 0.0000017400000 , 0.0000005730000 , 5.0000000000000 ," 552,294.8278000000000 ",
 0.5227328290000 , 0.4275410180000 , 0.0254191270000 ," 977,006.9544000000000 "," 101,893.1009000000000 ",, 0.0000023200000 , 0.0000007940000 , 5.0000000000000 ," 837,389.5661000000000 ",
 0.2492922290000 , 0.4103829230000 , 0.7555511390000 ," 434,403.3190000000000 "," 723,447.8179000000000 ",, 0.0000009210000 , 0.0000003050000 , 5.0000000000000 ," 463,736.1405000000000 ",
 0.1612212870000 , 0.9296976520000 , 0.8081203800000 , (20.3118610300000)," 714,052.7234000000000 ",, 0.0000001020000 , 0.0000000352000 , 5.0000000000000 ," 277,421.0979000000000 ",
 0.6334037570000 , 0.8714605900000 ,, 68.5280624400000 ," 877,470.0467000000000 ",, 0.0000015600000 , 0.0000005440000 , 5.0000000000000 ," 87,234.3114200000000 ",
 0.1865700590000 , 0.8925589980000 , 0.5393422420000 ," 13,745.5540100000000 "," 248,376.2604000000000 ",, 0.0000010500000 , 0.0000003570000 , 5.0000000000000 ," (12,792.8332100000000)",
 0.8074401550000 , 0.8960913000000 , 0.3180034750000 ," 270,806.3280000000000 "," 247,559.7703000000000 ",, 0.0000027900000 , 0.0000009660000 , 5.0000000000000 ," 245,719.7506000000000 ",
 0.5107473030000 , (27.7111691300000), 0.2221078100000 ," 838,491.8338000000000 "," 805,090.3185000000000 ",, 0.0000005950000 , 0.0000002060000 , 5.0000000000000 ," 594,586.0791000000000 ",
 0.1198653670000 , 0.3376151710000 , 0.9429097040000 ," 932,710.5081000000000 "," 544,253.9661000000000 ",, 0.0000000614000 , 0.0000000211000 , 5.0000000000000 ," 808,207.2044000000000 ",
 0.3232029320000 , 0.5187906220000 , 0.7030189590000 , 14.3052398100000 ," 742,881.4937000000000 ", 52.8000000000000 , 0.0000022100000 , 0.0000007760000 , 5.0000000000000 ," 421,893.4252000000000 ",
 0.3636296020000 , 0.9717820830000 , 0.9624472950000 ," 521,449.0242000000000 "," 68,458.7193300000000 ",, 0.0000016800000 , 0.0000005640000 , 5.0000000000000 ," 348,907.5052000000000 ",
, 0.4972485060000 , 0.3008783100000 ," 920,766.6085000000000 "," 584,448.9098000000000 ",, 0.0000023600000 , 0.0000007420000 , 5.0000000000000 ," 711,494.0191000000000 ",
 0.2848404940000 , 0.0368869470000 , 0.6095643340000 ," 268,853.5144000000000 "," 368,448.9199000000000 ",, 0.0000026600000 , 0.0000008530000 , 5.0000000000000 ," 33,672.6314500000000 ",
 0.5026790230000 , 0.0514787510000 , 0.2786464640000 ," 666,463.0475000000000 "," 787,387.0268000000000 ",, 0.0000026400000 , 0.0000008740000 , 5.0000000000000 ," 547,239.2275000000000 ",
 0.9082658860000 , 0.2395618910000 , 0.1448948720000 ," 630,247.2195000000000 "," 248,383.6087000000000 ",, 0.0000021500000 , 0.0000007230000 , 5.0000000000000 ," 374,372.8508000000000 ",
 0.4894527600000 , 0.9856504540000 , 0.2420552720000 ," 427,601.3337000000000 "," 442,545.5148000000000 ",, 0.0000027700000 , 0.0000009060000 , 5.0000000000000 ," 245,002.4543000000000 ",
 0.6721355470000 , 0.7616196150000 , 0.2376375440000 ," 936,280.6215000000000 "," 64,006.3466100000000 ",, 158.0000000000000 , 52.2016256700000 , 5.0000000000000 ," 575,284.4819000000000 ",
 0.8353024960000 , 0.3207800650000 , 0.1865185100000 , (89.2105046300000), 3.7094862090000 ,, 0.0000011500000 , 0.0000003760000 , 5.0000000000000 ," 513,291.9773000000000 ",
 0.0165878290000 , 0.5120930580000 , (55.0957929700000)," 260,236.5980000000000 ", 93.7144030100000 ,, 0.0000021000000 , 0.0000007020000 , 5.0000000000000 ," 198,063.1542000000000 ",
 0.6451727900000 , 0.1743664290000 , 0.6909377380000 ," 70,491.9456400000000 "," 185,646.7049000000000 ",, 0.0000029900000 , 0.0000009890000 , 5.0000000000000 ," (96,035.7941100000000)",
 0.3867353460000 , 0.9367299890000 , 0.1375209440000 ," 881,690.6118000000000 ", (9.6652543850000),, 0.0000019900000 , 0.0000006720000 , 5.0000000000000 ," 669,890.9548000000000 ",
 (42.0901353800000), 0.1134735210000 , 0.9246936180000 , (1.7368564500000)," 289,187.4463000000000 ", (75.9000000000000), 0.0000003270000 , 0.0000001140000 , 5.0000000000000 ," 48,487.2141600000000 ",
 0.8172222000000 , 0.5552008120000 , 0.5296505780000 ," 356,885.9752000000000 ", (97.8214931000000),, 0.0000026900000 , 0.0000007870000 , 28.2637760300000 ," 124,245.3609000000000 ",
